지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),현상번호(국내식),지면온도(°C),10cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2020-06-08 09:00,23.6,,2,70,73,21.2,1005.1,1014.9,.4,1.2,,1,1,Sc,10,19,31.9,23.8,23.5
108,서울,2020-06-08 10:00,25.5,,1.4,200,65,21.2,1005,1014.8,1,2.29,,1,1,Sc,8,4019,43.7,23.8,23.4
108,서울,2020-06-08 11:00,26.8,,1.5,320,58,20.4,1004.7,1014.4,1,2.78,,0,0,,,40,49.5,23.9,23.3
108,서울,2020-06-08 12:00,28.9,,2.1,270,49,19.5,1004.5,1014.1,1,3.17,,3,0,Ci,,,54.1,24.1,23.3
108,서울,2020-06-08 13:00,29.8,,2.8,270,46,19.2,1004,1013.6,1,3.28,,0,0,,,,56.2,24.4,23.4
108,서울,2020-06-08 14:00,30.6,,2.9,270,44,19.2,1003.5,1013.1,1,3.25,,0,0,,,,56.4,24.8,23.5
108,서울,2020-06-08 15:00,31.2,,2.2,290,41,18.5,1003.1,1012.7,1,2.95,,0,0,,,,54.9,25.3,23.6
108,서울,2020-06-08 16:00,31.6,,2.8,290,43,19.9,1003.2,1012.8,1,2.38,,0,0,,,,49.7,25.7,23.8
108,서울,2020-06-08 17:00,30.7,,3.8,290,45,19.7,1003.4,1013,1,1.78,,0,0,,,,43.1,26.1,24
108,서울,2020-06-08 18:00,28.5,,5.1,290,53,20.5,1003.8,1013.4,1,1.13,,0,0,,,,35.2,26.4,24.3
108,서울,2020-06-08 19:00,26.4,,3.8,290,57,19.5,1004.5,1014.2,.8,.46,,0,0,,,,28.6,26.6,24.5
108,서울,2020-06-08 20:00,25.4,,3.8,290,63,20.4,1004.9,1014.7,0,.1,,1,0,,,,25.1,26.7,24.7
108,서울,2020-06-08 21:00,24.4,,2.6,360,60,18.3,1005.4,1015.1,,,,0,0,,,,23,26.7,24.8
108,서울,2020-06-08 22:00,23.8,,2,290,60,17.6,1006.1,1015.9,,,,0,0,,,,21.8,26.5,24.9
108,서울,2020-06-08 23:00,23.4,,.6,320,60,17.2,1006.4,1016.2,,,,0,0,,,,20.9,26.3,24.9
108,서울,2020-06-09 00:00,22.9,,1.4,70,62,17.3,1005.8,1015.6,,,,0,0,,,,20.2,26.1,24.9
108,서울,2020-06-09 01:00,22.5,,.9,20,63,17,1005.4,1015.3,,,,0,0,,,,19.5,25.9,24.9
108,서울,2020-06-09 02:00,22,,1.6,320,65,17.2,1005.3,1015.2,,,,0,0,,,,19.1,25.6,24.8
108,서울,2020-06-09 03:00,21.4,,1.3,290,67,17,1005,1014.9,,,,0,0,,,,18.5,25.4,24.7
108,서울,2020-06-09 04:00,20.9,,2.2,320,70,17.3,1005.6,1015.5,,,,0,0,,,,18.2,25.2,24.6
108,서울,2020-06-09 05:00,20.5,,1.5,320,71,17,1005.7,1015.7,,,,0,0,,,,17.9,24.9,24.5
108,서울,2020-06-09 06:00,20.4,,1.5,50,73,17.4,1005.9,1015.9,0,.07,,2,0,Ci,,,18.8,24.7,24.3
108,서울,2020-06-09 07:00,21.4,,1.8,90,71,18.1,1005.7,1015.6,1,.48,,1,0,Ci,,,23.3,24.5,24.2
108,서울,2020-06-09 08:00,23.9,,1.1,110,64,18.9,1005.8,1015.6,1,1.21,,1,0,Ci,,,32,24.3,24.1
108,서울,2020-06-09 09:00,25.8,,1.8,70,58,19.2,1005.7,1015.5,1,1.81,,1,0,Ci,,,39.6,24.2,23.9
108,서울,2020-06-09 10:00,27.7,,1.2,250,50,18.5,1005.2,1014.9,1,2.43,,2,0,Ci,,,47.3,24.1,23.8
108,서울,2020-06-09 11:00,29.5,,3.1,320,40,16.4,1004.8,1014.4,1,3.05,,1,0,Ci,,,53.1,24.2,23.7
108,서울,2020-06-09 12:00,31.1,,1.8,340,40,18.1,1004.3,1013.9,1,3.4,,3,0,Ci,,,58.5,24.4,23.7
108,서울,2020-06-09 13:00,31.9,,3.4,290,38,17.9,1003.9,1013.5,1,3.19,,4,0,Ci,,,58.1,24.8,23.7
108,서울,2020-06-09 14:00,32.6,,3.7,320,36,17.6,1003.5,1013,1,3.5,,3,0,Ci,,,58.7,25.2,23.9
108,서울,2020-06-09 15:00,32.7,,3,340,38,18.8,1003.1,1012.6,1,3,,3,0,Ci,,,54,25.7,24
108,서울,2020-06-09 16:00,32.5,,3.5,290,41,20,1003,1012.5,.9,2.35,,5,0,Ci,,,50.3,26.1,24.2
108,서울,2020-06-09 17:00,31.9,,3.6,320,38,17.9,1002.8,1012.3,1,2,,2,0,Ci,,,45.7,26.4,24.4
108,서울,2020-06-09 18:00,31.2,,3,320,36,16.3,1002.8,1012.4,1,1.28,,3,0,Ci,,,37.2,26.7,24.7
108,서울,2020-06-09 19:00,30,,3.2,320,36,15.2,1002.9,1012.5,.9,.49,,5,0,,,,30.3,26.9,24.9
108,서울,2020-06-09 20:00,28.2,,3.5,290,46,17.5,1003.1,1012.7,.1,.1,,5,0,,,,26.1,27,25
108,서울,2020-06-09 21:00,26.6,,2.3,290,49,17,1003.5,1013.2,,,,7,0,Ci,,,24.3,27,25.2
108,서울,2020-06-09 22:00,25.7,,1.4,270,52,17,1003.8,1013.6,,,,6,0,,,,22.7,26.9,25.2
108,서울,2020-06-09 23:00,25.2,,2.3,290,53,16.9,1003.8,1013.6,,,,4,0,,,,22.1,26.7,25.3
108,서울,2020-06-10 00:00,24.6,,1.6,290,52,16,1003.7,1013.4,,,,5,0,Ci,,,21.7,26.5,25.3
108,서울,2020-06-10 01:00,24.3,,1.2,320,54,16.3,1003.3,1013,,,,7,,,,,21.3,26.3,25.2
108,서울,2020-06-10 02:00,23.9,,.6,290,55,16.3,1003.2,1013,,,,9,0,,,,21.2,26.1,25.1
108,서울,2020-06-10 03:00,23.6,,1.7,320,57,16.5,1002.9,1012.7,,,,9,0,Ci,,,21.2,25.8,25
108,서울,2020-06-10 04:00,23.2,,1.7,290,57,16.2,1002.8,1012.6,,,,8,0,Ci,,,20.6,25.6,25
108,서울,2020-06-10 05:00,22.8,,.5,320,59,16.3,1002.6,1012.4,,,,7,0,Ci,,,19.7,25.4,24.9
108,서울,2020-06-10 06:00,22.5,,1.4,70,61,16.5,1002.3,1012.1,0,.06,,9,4,AcCi,32,,21.5,25.2,24.7
108,서울,2020-06-10 07:00,23.4,,2.5,70,64,18.3,1002.1,1011.9,.2,.37,,6,0,Ci,,,25.9,25,24.6
108,서울,2020-06-10 08:00,24.9,,1.6,90,58,18.2,1001.6,1011.4,.7,.87,,9,0,Ci,,,30.1,24.9,24.5
108,서울,2020-06-10 09:00,26.6,,2.1,70,54,18.8,1001.2,1010.9,.5,1.16,,8,0,Ci,,,36.7,24.8,24.4
108,서울,2020-06-10 10:00,29,,1.1,90,48,19.1,1000.9,1010.5,.9,2.26,,8,3,AcCi,33,,47,24.8,24.3
108,서울,2020-06-10 11:00,30.3,,2.5,200,44,18.9,1000.3,1009.9,.8,2.56,,7,3,AcCi,33,,52.8,24.8,24.2
108,서울,2020-06-10 12:00,31,,3.2,230,42,18.8,999.7,1009.2,.7,2.86,,8,2,ScAcCi,19,,51.6,25,24.2
108,서울,2020-06-10 13:00,31.1,,2.6,230,44,19.9,998.6,1008.1,.4,2.39,,9,5,ScAc,15,,47.7,25.3,24.3
108,서울,2020-06-10 14:00,31.9,,2.5,250,42,19.7,997.8,1007.3,.4,2.27,,8,3,ScAc,15,,52.3,25.6,24.3
108,서울,2020-06-10 15:00,31.9,,2.7,290,45,21.2,996.9,1006.4,.3,1.85,,8,4,AcCi,33,,50.6,26,24.5
108,서울,2020-06-10 16:00,30.5,,3,320,50,21.7,996.5,1006,.3,1.45,,9,0,Ci,,,39.6,26.3,24.6
108,서울,2020-06-10 17:00,28.7,,3.4,320,55,21.6,996.1,1005.7,0,.53,,10,10,As,30,,32.3,26.5,24.8
108,서울,2020-06-10 18:00,25.1,0,5.8,360,74,23.5,995.8,1005.5,0,.15,,10,7,ScAs,10,01,24.2,26.7,24.9
108,서울,2020-06-10 19:00,24.6,0,2.6,340,77,23.7,996.2,1005.8,0,.06,,10,8,StNs,9,01,23.2,26.7,25.1
108,서울,2020-06-10 20:00,23.7,1,2.8,290,83,24.3,997,1006.7,0,.01,,10,7,StNs,7,1901,22.7,26.6,25.2
108,서울,2020-06-10 21:00,22.8,2.4,2,290,88,24.4,997.2,1007,,,,10,4,StNs,6,1901,22.6,26.5,25.2
108,서울,2020-06-10 22:00,22.6,2.4,.2,0,88,24.1,997,1006.8,,,,10,6,StNs,8,1901,22.7,26.3,25.2
108,서울,2020-06-10 23:00,22.6,.2,.9,290,89,24.3,996.9,1006.7,,,,10,6,StNs,6,1901,22.7,26.1,25.2
108,서울,2020-06-11 00:00,22.5,.2,.9,50,89,24.1,995.5,1005.3,,,,10,4,StNs,,1901,22.5,25.9,25.1
108,서울,2020-06-11 01:00,22.4,0,2,340,91,24.6,995.5,1005.3,,,,10,4,ScAs,10,1901,22.2,25.7,25
108,서울,2020-06-11 02:00,22.1,,1.5,360,90,23.8,995.4,1005.2,,,,6,4,,3,19,22,25.5,24.9
108,서울,2020-06-11 03:00,22.2,,1.4,50,90,24,994.9,1004.7,,,,10,4,ScAs,8,19,22.1,25.3,24.8
108,서울,2020-06-11 04:00,22.1,,1.1,90,90,23.8,994.4,1004.2,,,,8,8,Sc,10,19,21.9,25.2,24.7
108,서울,2020-06-11 05:00,21.8,,1.3,70,89,23.1,994.6,1004.4,,,,10,6,ScAs,13,19,21,25,24.6
108,서울,2020-06-11 06:00,21.9,,1.5,90,88,23.1,994.6,1004.4,0,.05,,6,6,Sc,12,19,21.8,24.9,24.5
108,서울,2020-06-11 07:00,22.4,,2,50,87,23.5,994.9,1004.7,0,.26,,8,8,Sc,12,,23.1,24.7,24.4
108,서울,2020-06-11 08:00,23.2,,1.2,90,83,23.5,994.8,1004.5,0,.51,,8,8,Sc,12,,24.9,24.6,24.3
108,서울,2020-06-11 09:00,24.2,,1.1,90,80,24.1,994.6,1004.3,0,.65,,8,8,Sc,12,,27.3,24.5,24.2
108,서울,2020-06-11 10:00,25.9,,1,140,72,24,994.2,1003.9,.4,1.82,,5,5,Sc,14,,34.3,24.5,24.2
108,서울,2020-06-11 11:00,27.2,,2.5,320,66,23.7,993.9,1003.5,.6,2.53,,3,3,Sc,10,,36.7,24.5,24.1
108,서울,2020-06-11 12:00,28.2,,3.5,360,61,23.2,993.5,1003,.9,3.29,,5,5,Sc,10,,37.2,24.7,24.1
108,서울,2020-06-11 13:00,29.2,,2.5,290,57,22.9,992.8,1002.3,1,3.72,,4,4,Sc,13,,40.4,25,24.1
108,서울,2020-06-11 14:00,30.2,,3,290,52,22.2,992.2,1001.7,1,3.45,,2,2,Sc,10,,45.1,25.3,24.2
108,서울,2020-06-11 15:00,31.2,,2.7,270,44,19.9,991.7,1001.2,1,3.27,,2,1,ScCi,10,,46.4,25.8,24.3
108,서울,2020-06-11 16:00,31.3,,3.6,340,44,20,991.6,1001.1,1,2.73,,2,0,Ci,,,44.7,26.2,24.5
108,서울,2020-06-11 17:00,31.4,,3.2,320,44,20.1,991.3,1000.8,1,2.12,,1,0,Ci,,,41.4,26.6,24.7
108,서울,2020-06-11 18:00,30.5,,3.2,340,45,19.6,991.5,1001,1,1.24,,6,2,AcCi,35,,34.7,27,25
108,서울,2020-06-11 19:00,29.1,,2.3,320,49,19.6,992.4,1001.9,.1,.31,,7,4,,69,,29.1,27.2,25.2
108,서울,2020-06-11 20:00,27.7,,3.7,290,63,23.4,993.2,1002.8,0,.08,,8,8,,72,,26.6,27.3,25.4
108,서울,2020-06-11 21:00,26,,4.2,290,65,21.8,994.4,1004.1,,,,2,2,Ac,38,,24.5,27.2,25.5
108,서울,2020-06-11 22:00,25.1,,2.8,320,70,22.2,995,1004.7,,,,7,4,,73,,23.3,27.1,25.6
108,서울,2020-06-11 23:00,24.6,,1.6,270,72,22.2,994.7,1004.3,,,,10,8,,68,,23.1,26.9,25.6
108,서울,2020-06-12 00:00,24.3,,1.3,290,73,22.1,994.3,1003.9,,,,7,0,,,,22.5,26.7,25.6
108,서울,2020-06-12 01:00,23.7,,1.6,290,75,21.8,994.4,1004.1,,,,5,5,,66,,21.3,26.5,25.6
108,서울,2020-06-12 02:00,23.3,,1,290,76,21.7,994.1,1003.8,,,,3,3,,65,,20.4,26.3,25.5
108,서울,2020-06-12 03:00,22.7,,1.3,320,80,22,994.2,1003.9,,,,3,0,Ci,,,19.9,26,25.4
108,서울,2020-06-12 04:00,22.1,,1.7,320,82,21.7,994.4,1004.2,,,,4,0,Ci,,,19.4,25.8,25.3
108,서울,2020-06-12 05:00,21.7,,1.7,290,83,21.4,994.7,1004.5,,,,7,0,Ci,,,19.5,25.6,25.2
108,서울,2020-06-12 06:00,21.7,,.6,50,83,21.4,995,1004.8,0,.05,,9,0,Ci,,,20.1,25.3,25
108,서울,2020-06-12 07:00,22.2,,1.7,70,82,21.8,995.4,1005.2,.1,.39,,8,0,Ci,,,22.4,25.1,24.9
108,서울,2020-06-12 08:00,23.5,,1.8,50,79,22.8,995.5,1005.2,.1,.61,,9,0,Ci,,,26.2,24.9,24.8
108,서울,2020-06-12 09:00,25.1,,1.3,50,71,22.5,995.8,1005.5,.3,1.19,,9,0,Ci,,,29.3,24.8,24.6
108,서울,2020-06-12 10:00,26,,1.9,200,67,22.4,995.8,1005.5,0,1.08,,9,7,AcCi,45,,31.4,24.8,24.5
108,서울,2020-06-12 11:00,26.5,,1.7,250,56,19.4,995.7,1005.3,0,1.04,,9,4,AcCi,45,,31.8,24.8,24.5
108,서울,2020-06-12 12:00,26.8,,1.9,290,62,21.8,995.9,1005.5,0,1.01,,9,6,AcCi,45,,31.9,24.9,24.4
108,서울,2020-06-12 13:00,27.3,,2.1,290,51,18.4,995.4,1005,0,1.4,,9,6,AcCi,45,,36,25,24.4
108,서울,2020-06-12 14:00,27.4,,2.4,290,50,18.2,995,1004.6,0,1.17,,9,4,AcCi,45,,33.8,25.2,24.4
108,서울,2020-06-12 15:00,27.1,,2.6,320,58,20.8,995,1004.6,0,.97,,9,7,AcCi,45,40,31.2,25.3,24.5
108,서울,2020-06-12 16:00,27.4,,2.4,290,50,18.2,994.8,1004.4,0,.98,,9,3,AcCi,45,40,34.6,25.5,24.5
108,서울,2020-06-12 17:00,27,,2.4,290,52,18.4,994.7,1004.3,0,.78,,9,5,AcCi,45,,31.8,25.6,24.6
108,서울,2020-06-12 18:00,26.8,,1.9,320,55,19.2,994.6,1004.2,0,.61,,9,8,AcCi,45,,29.2,25.7,24.6
108,서울,2020-06-12 19:00,26.3,,1.9,320,58,19.7,995,1004.6,0,.2,,10,7,,14,,26.5,25.7,24.7
108,서울,2020-06-12 20:00,25.6,,2.2,290,63,20.6,995.2,1004.9,0,.03,,10,2,,47,,24.4,25.7,24.7
108,서울,2020-06-12 21:00,24.6,,2.1,340,69,21.3,995.2,1004.8,,,,9,0,Ci,,,22.9,25.7,24.8
108,서울,2020-06-12 22:00,24.1,,1.8,290,71,21.3,995.4,1005.1,,,,10,9,,64,,22.4,25.6,24.8
108,서울,2020-06-12 23:00,23.5,,1.8,290,72,20.8,995.2,1004.9,,,,10,9,,66,,21.7,25.4,24.7
108,서울,2020-06-13 00:00,23,,.9,340,71,19.9,995.2,1004.9,,,,8,8,,,,20.8,25.3,24.7
108,서울,2020-06-13 01:00,22.5,,.5,20,72,19.5,994.8,1004.5,,,,8,4,,70,,20.3,25.1,24.6
108,서울,2020-06-13 02:00,22.4,,.9,20,67,18.1,994.5,1004.3,,,,10,2,,,,20,25,24.6
108,서울,2020-06-13 03:00,21.7,,.9,90,69,17.8,994.2,1004,,,,7,7,Ac,40,,19.3,24.8,24.5
108,서울,2020-06-13 04:00,21.4,,.3,0,72,18.3,994.2,1004,,,,6,6,Ac,36,,18.8,24.6,24.4
108,서울,2020-06-13 05:00,21,,1.2,290,76,18.9,995,1004.8,,,,3,3,Ac,38,,18.2,24.4,24.3
108,서울,2020-06-13 06:00,20.7,,.5,70,77,18.8,995.6,1005.5,0,.06,,6,6,Ac,38,,19,24.3,24.2
108,서울,2020-06-13 07:00,21.5,,1.4,70,76,19.4,995.9,1005.7,.1,.46,,6,6,Ac,40,,22.4,24.1,24.1
108,서울,2020-06-13 08:00,23.7,,2.2,70,68,19.9,995.8,1005.5,.7,1.11,,4,0,Ci,,,29.4,23.9,24
108,서울,2020-06-13 09:00,25.6,,1.7,90,59,19.2,996.1,1005.8,1,1.88,,4,0,Ci,,,36,23.9,23.8
108,서울,2020-06-13 10:00,27.5,,1.2,200,44,16.1,995.5,1005.1,1,2.57,,1,0,Ci,,,44.6,23.9,23.8
108,서울,2020-06-13 11:00,29.1,,1.8,340,34,13.7,995.4,1004.9,1,3.18,,1,0,Ci,,,50.8,24,23.7
108,서울,2020-06-13 12:00,30.7,,1.6,230,34,15,994.8,1004.3,1,3.47,,1,0,Ci,,,55.5,24.3,23.7
108,서울,2020-06-13 13:00,31.9,,1.8,230,29,13.7,994.8,1004.3,1,3.64,,1,0,Ci,,,58.2,24.8,23.8
108,서울,2020-06-13 14:00,32.7,,2,270,29,14.3,994,1003.4,1,3.55,,0,0,,,,58.7,25.3,23.9
108,서울,2020-06-13 15:00,33.1,,3.7,230,33,16.6,992.5,1001.9,1,3.17,,0,0,,,,56.2,25.8,24.1
108,서울,2020-06-13 16:00,33,,2.9,290,38,19,992.5,1001.9,1,2.56,,5,3,ScCi,10,,50.5,26.4,24.4
108,서울,2020-06-13 17:00,32,,3,320,42,19.9,992.6,1002,.8,1.6,,6,4,ScCi,10,,42.2,26.8,24.7
108,서울,2020-06-13 18:00,30.7,,2.7,320,46,20.2,992.9,1002.4,.1,.58,,8,5,ScCi,10,,34.7,27.2,24.9
108,서울,2020-06-13 19:00,29.7,,3,320,51,21.2,993.6,1003.1,0,.23,,8,2,,20,,31,27.4,25.2
108,서울,2020-06-13 20:00,28.1,,4.3,290,50,18.9,994.1,1003.7,0,.05,,9,3,,16,,28.2,27.5,25.4
108,서울,2020-06-13 21:00,27.2,,3.4,290,45,16.2,994.3,1003.9,,,,9,9,Sc,16,,27,27.4,25.6
108,서울,2020-06-13 22:00,26.5,0,3.5,290,46,15.9,994.7,1004.3,,,,10,7,ScAs,9,01,26.3,27.3,25.7
108,서울,2020-06-13 23:00,26,0,.7,340,52,17.4,994.3,1004,,,,8,8,Sc,8,01,25.4,27.2,25.7
108,서울,2020-06-14 00:00,25.6,,1.5,50,59,19.2,993.8,1003.5,,,,9,9,Sc,8,,25.1,27,25.7
108,서울,2020-06-14 01:00,25.1,0,2.4,200,68,21.6,993.7,1003.4,,,,9,9,Sc,9,01,24.3,26.8,25.7
108,서울,2020-06-14 02:00,23.8,0,.9,230,73,21.4,993.5,1003.2,,,,10,8,ScAs,6,1901,22.9,26.6,25.6
108,서울,2020-06-14 03:00,22.6,.3,2.4,290,87,23.8,993.5,1003.2,,,,10,10,St,2,190201,22.3,26.5,25.6
108,서울,2020-06-14 04:00,22.1,.8,1.5,320,89,23.5,993.1,1002.9,,,,10,10,St,2,1902,22.2,26.3,25.5
108,서울,2020-06-14 05:00,22.2,0,2,320,89,23.7,993.2,1003,,,,10,10,St,3,1902,22.2,26.1,25.4
108,서울,2020-06-14 06:00,22.1,,1.4,320,88,23.4,993.2,1003,0,.02,,9,9,Sc,6,19,22.3,25.9,25.3
108,서울,2020-06-14 07:00,22.4,,1.6,290,84,22.7,992.8,1002.5,.1,.27,,7,2,ScAc,13,19,24.7,25.7,25.2
108,서울,2020-06-14 08:00,22.7,,2.2,250,79,21.7,993.2,1002.9,0,.55,,8,3,ScAc,13,19,25,25.6,25.1
108,서울,2020-06-14 09:00,23.2,,2.1,290,76,21.6,993.9,1003.6,0,.67,,10,6,ScAs,16,19,25,25.5,25
108,서울,2020-06-14 10:00,23.4,,2.1,270,70,20.1,993.5,1003.2,0,.52,,9,3,ScAcCi,16,4019,25.1,25.4,25
108,서울,2020-06-14 11:00,24.3,,2.6,250,67,20.2,993.7,1003.3,0,.89,,8,7,AcCi,40,40,31.2,25.3,24.9
108,서울,2020-06-14 12:00,26.4,,3.2,250,52,17.8,993.8,1003.4,.8,2.86,,4,0,Cc,,40,43.9,25.3,24.8
108,서울,2020-06-14 13:00,27.9,,4.1,290,43,16.1,993.5,1003.1,1,3.41,,1,0,Ci,,,48.5,25.3,24.8
108,서울,2020-06-14 14:00,28.2,,4.5,290,45,17.2,993.3,1002.8,1,3.41,,1,1,Ac,30,,50.3,25.5,24.8
108,서울,2020-06-14 15:00,28.5,,4.5,290,48,18.6,993.4,1002.9,1,3.1,,1,1,Sc,10,,49.7,25.9,24.8
108,서울,2020-06-14 16:00,28.6,,4.3,270,48,18.8,993.2,1002.7,1,2.61,,0,0,,,,46.4,26.2,24.9
108,서울,2020-06-14 17:00,28.5,,4.5,270,53,20.5,993.1,1002.6,1,2.09,,2,1,ScCi,10,,42.7,26.6,25.1
108,서울,2020-06-14 18:00,26.9,,4,270,59,20.9,993.7,1003.3,.9,1.28,,1,1,Sc,10,,35.7,26.8,25.2
108,서울,2020-06-14 19:00,24.9,,4.4,290,66,20.8,994.6,1004.3,1,.7,,0,0,,,,27.3,27,25.4
108,서울,2020-06-14 20:00,23,,4.1,270,72,20.1,995.1,1004.8,.3,.14,,1,0,,,,23.5,27.1,25.5
108,서울,2020-06-14 21:00,22.2,,2.9,270,74,19.7,995.7,1005.5,,,,0,0,,,,21.5,27.1,25.6
108,서울,2020-06-14 22:00,21.4,,3,250,76,19.2,996.3,1006.1,,,,0,0,,,,20.3,26.9,25.7
108,서울,2020-06-14 23:00,20.8,,2.2,250,78,19.1,997,1006.9,,,,0,0,,,,19.4,26.7,25.7
108,서울,2020-06-15 00:00,20.1,,2.4,270,81,19,997.2,1007.1,,,,0,0,,,,18.7,26.5,25.6
108,서울,2020-06-15 01:00,19.7,,.8,270,82,18.8,997.3,1007.1,,,,0,0,,,19,17.9,26.2,25.6
108,서울,2020-06-15 02:00,19.3,,.7,290,82,18.3,997,1006.9,,,,0,0,,,19,17.2,26,25.5
108,서울,2020-06-15 03:00,19.1,,1.6,290,84,18.5,997.1,1007,,,,0,0,,,19,17,25.7,25.4
108,서울,2020-06-15 04:00,18.8,,1.4,290,84,18.2,997.2,1007.1,,,,0,0,,,19,16.6,25.4,25.2
108,서울,2020-06-15 05:00,18.3,,1.6,270,85,17.8,997.6,1007.5,,,,2,0,Ci,,,16.3,25.2,25.1
108,서울,2020-06-15 06:00,18.2,,.9,250,85,17.7,997.9,1007.8,0,.08,,6,0,Ci,,,17.3,24.9,24.9
108,서울,2020-06-15 07:00,19.1,,.8,200,83,18.3,997.8,1007.7,.7,.47,,8,0,Ci,,,22.2,24.7,24.4
108,서울,2020-06-15 08:00,20.2,,.7,270,78,18.4,998,1007.9,.2,.7,,7,0,Ci,,,26.2,24.5,24.6
108,서울,2020-06-15 09:00,21.9,,1.4,200,72,18.9,997.7,1007.5,.5,1.39,,7,0,Ci,,,32,24.4,24.5
108,서울,2020-06-15 10:00,23.6,,3.1,250,65,18.9,997.1,1006.8,.9,2.15,,6,0,Ci,,,42.2,24.3,24.4
108,서울,2020-06-15 11:00,25.5,,2.8,250,56,18.2,996.7,1006.4,1,2.98,,5,0,Ci,,,47.9,24.4,24.3
108,서울,2020-06-15 12:00,26.5,,3.1,270,55,19,996.1,1005.7,1,2.64,,7,0,Ci,,,47.8,24.6,24.2
108,서울,2020-06-15 13:00,27,,4.6,230,48,17,995.9,1005.5,1,3.32,,6,0,Ci,,,53.3,24.9,24.3
108,서울,2020-06-15 14:00,27.7,,4.6,270,39,14.4,995.2,1004.8,1,3.31,,6,0,Ci,,,54,25.2,24.3
108,서울,2020-06-15 15:00,28.6,,3.7,250,35,13.7,995.1,1004.6,1,3.24,,3,0,Ci,,,52.1,25.6,24.4
108,서울,2020-06-15 16:00,27.3,,4.2,290,34,12.3,994.8,1004.4,1,2.54,,6,0,Ci,,,44.8,26,24.6
108,서울,2020-06-15 17:00,26.8,,3.9,250,33,11.6,994.7,1004.3,.9,1.92,,7,0,Ci,,,39,26.4,24.8
108,서울,2020-06-15 18:00,26,,4,290,37,12.4,995,1004.7,.8,1.22,,8,0,Ci,,,32.3,26.6,25
108,서울,2020-06-15 19:00,24.4,,4.2,270,46,14,995.1,1004.7,.1,.46,,8,0,,,,27.1,26.8,25.2
108,서울,2020-06-15 20:00,23.5,,3.1,270,47,13.6,995.4,1005.1,0,.11,,8,0,,,,22.9,26.8,25.3
108,서울,2020-06-15 21:00,22.6,,3.5,270,52,14.2,995.8,1005.6,,,,8,0,Ci,,,23.2,26.8,25.4
