지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),현상번호(국내식),지면온도(°C),10cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2020-06-15 22:00,21.4,,4.1,270,69,17.5,996.3,1006.1,,,,8,0,,,,21.9,26.6,25.5
108,서울,2020-06-15 23:00,21,,3.2,270,78,19.4,996.5,1006.4,,,,6,4,,5,,21.9,26.4,25.5
108,서울,2020-06-16 00:00,21.1,,2.9,270,78,19.5,996.4,1006.2,,,,9,9,,,,22.5,26.2,25.4
108,서울,2020-06-16 01:00,20.8,,2.8,250,78,19.1,996.4,1006.3,,,,7,7,,5,19,22.2,26,25.4
108,서울,2020-06-16 02:00,20.5,,2.5,270,78,18.8,996.3,1006.2,,,,9,9,,5,19,21.9,25.8,25.3
108,서울,2020-06-16 03:00,20.1,,2.5,250,79,18.5,996.1,1006,,,,9,9,St,5,19,21.6,25.6,25.2
108,서울,2020-06-16 04:00,20.1,,1.2,270,79,18.5,995.8,1005.7,,,,9,9,St,5,19,21.6,25.4,25.1
108,서울,2020-06-16 05:00,20,,2.3,230,78,18.2,996.2,1006.1,,,,9,9,St,6,19,21,25.3,25
108,서울,2020-06-16 06:00,20.1,,.4,0,79,18.5,996.6,1006.5,0,.02,,9,9,St,6,19,21.5,25.1,24.9
108,서울,2020-06-16 07:00,20.4,,1.3,230,77,18.4,997,1006.9,0,.12,,9,9,St,6,19,22.4,25,24.8
108,서울,2020-06-16 08:00,21.1,,2,250,73,18.2,996.9,1006.7,0,.51,,8,8,Sc,7,19,25.2,24.8,24.7
108,서울,2020-06-16 09:00,22.4,,2,180,69,18.6,996.5,1006.3,.3,1.01,,6,2,ScCi,10,4019,30.7,24.7,24.6
108,서울,2020-06-16 10:00,23.4,,2,250,63,18.1,996.7,1006.4,.6,1.73,,6,2,ScCi,10,40,33.2,24.7,24.5
108,서울,2020-06-16 11:00,25.4,,2.2,340,55,17.7,996.4,1006.1,1,3.02,,4,4,Sc,10,40,45.8,24.7,24.5
108,서울,2020-06-16 12:00,27.2,,1.9,200,50,17.9,996.1,1005.7,.8,3.07,,3,3,Sc,13,40,48.4,24.9,24.4
108,서울,2020-06-16 13:00,28.5,,2,270,47,18.2,995.7,1005.3,.8,3.12,,3,3,Sc,10,40,50.5,25.1,24.4
108,서울,2020-06-16 14:00,29.5,,2.5,270,43,17.6,995.1,1004.6,1,3.58,,3,0,Ci,,40,53.1,25.5,24.5
108,서울,2020-06-16 15:00,30.4,,2,320,39,16.8,994.2,1003.7,1,3.13,,4,1,ScCi,10,,51.6,25.9,24.6
108,서울,2020-06-16 16:00,30.4,,2.2,320,39,16.8,993.9,1003.4,1,2.52,,5,0,Ci,,,46.8,26.3,24.8
108,서울,2020-06-16 17:00,29.6,,3.7,290,49,20.2,994.2,1003.7,1,1.78,,4,0,Ci,,40,40.7,26.7,25
108,서울,2020-06-16 18:00,28,,3,290,53,20,994.5,1004.1,0,.73,,8,0,Ci,,40,33.8,27,25.2
108,서울,2020-06-16 19:00,26.8,,3.2,290,56,19.6,995,1004.6,0,.32,,9,4,,26,40,29.7,27.2,25.4
108,서울,2020-06-16 20:00,25.9,,2.4,290,57,19,995.7,1005.4,0,.08,,8,1,,61,40,26.6,27.3,25.6
108,서울,2020-06-16 21:00,24.9,,1.9,290,63,19.7,996,1005.7,,,,9,0,Ci,,40,24.9,27.3,25.7
108,서울,2020-06-16 22:00,23.9,,2,290,67,19.7,996.3,1006,,,,7,0,,,40,23.5,27.2,25.8
108,서울,2020-06-16 23:00,22.8,,1.7,320,68,18.8,996.3,1006,,,,1,0,,,40,21.7,27,25.8
108,서울,2020-06-17 00:00,22.2,,1.9,320,72,19.2,995.8,1005.6,,,,0,0,,,40,20.7,26.8,25.8
108,서울,2020-06-17 01:00,21.6,,1.3,20,72,18.5,995.6,1005.4,,,,7,0,,,40,20.1,26.6,25.8
108,서울,2020-06-17 02:00,21.4,,.8,340,73,18.5,995.8,1005.6,,,,7,0,,,40,19.8,26.4,25.7
108,서울,2020-06-17 03:00,20.9,,.4,0,74,18.2,995.6,1005.4,,,,0,0,,,40,19.1,26.1,25.6
108,서울,2020-06-17 04:00,20.7,,.3,0,76,18.5,995.8,1005.7,,,,0,0,,,40,18.9,25.9,25.5
108,서울,2020-06-17 05:00,20.4,,.7,20,77,18.4,996,1005.9,,,,3,0,Ci,,40,18.6,25.7,25.4
108,서울,2020-06-17 06:00,20.2,,1.2,70,79,18.6,996.1,1006,0,.1,,9,0,Ci,,40,20.2,25.5,25.2
108,서울,2020-06-17 07:00,21.6,,1,90,73,18.8,995.8,1005.6,.6,.51,,9,0,Ci,,40,23.8,25.2,25.1
108,서울,2020-06-17 08:00,23.5,,1.1,140,64,18.4,995.9,1005.6,.8,.99,,9,0,Ci,,40,28.9,25.1,25
108,서울,2020-06-17 09:00,24.7,,1.7,200,58,17.9,995.8,1005.4,.6,1.47,,8,0,Ci,,,32.9,25,24.9
108,서울,2020-06-17 10:00,25.8,,2.5,200,56,18.5,995.7,1005.4,.2,1.65,,9,0,Ci,,,35.7,24.9,24.8
108,서울,2020-06-17 11:00,26.3,,1.9,270,55,18.8,995.4,1005.1,0,1.44,,9,4,ScCi,12,,35.6,25,24.7
108,서울,2020-06-17 12:00,27.6,,2.3,250,50,18.4,995.2,1004.8,.2,1.88,,8,0,Ci,,,43,25.1,24.7
108,서울,2020-06-17 13:00,29.2,,2.8,230,41,16.5,994.8,1004.3,1,3.47,,7,0,Ci,,,52,25.3,24.7
108,서울,2020-06-17 14:00,29.9,,2.8,200,40,16.8,994.1,1003.6,1,3.42,,7,0,Ci,,,51.9,25.6,24.7
108,서울,2020-06-17 15:00,30.3,,2.9,250,44,18.9,993.8,1003.3,1,2.75,,7,0,Ci,,40,49,25.9,24.8
108,서울,2020-06-17 16:00,29,,2,250,48,19.1,994.1,1003.6,.4,1.5,,8,4,ScCi,13,40,39.4,26.3,24.9
108,서울,2020-06-17 17:00,27.6,,4.1,270,46,16.9,994.2,1003.8,.1,1.13,,8,0,Ci,,40,36.5,26.7,25.1
108,서울,2020-06-17 18:00,26.6,,3.4,270,44,15.3,994.4,1004,0,.58,,9,0,Ci,,,31.4,26.9,25.3
108,서울,2020-06-17 19:00,25.3,,3.8,290,53,17,994.8,1004.5,0,.3,,9,6,,71,,28,27,25.5
108,서울,2020-06-17 20:00,24.1,,2.9,290,57,17,995.4,1005.1,0,.06,,10,9,,71,,25.1,27,25.7
108,서울,2020-06-17 21:00,22.8,,3,290,59,16.3,995.8,1005.5,,,,9,0,Ci,,,23.5,26.9,25.6
108,서울,2020-06-17 22:00,22.1,,2.1,320,63,16.7,995.8,1005.6,,,,10,9,,70,,22.5,26.8,25.7
108,서울,2020-06-17 23:00,21.7,,2,290,62,16,995.9,1005.7,,,,10,9,,67,,21.6,26.7,25.7
108,서울,2020-06-18 00:00,21.5,,1.9,290,61,15.6,995.7,1005.5,,,,9,0,,,,21.2,26.5,25.7
108,서울,2020-06-18 01:00,21.1,,2,20,64,16,995.4,1005.2,,,,10,9,,63,,20.9,26.3,25.6
108,서울,2020-06-18 02:00,20.8,,.6,320,65,15.9,994.9,1004.7,,,,10,9,,63,,20.6,26,25.5
108,서울,2020-06-18 03:00,20.8,,.8,250,66,16.2,994.1,1003.9,,,,9,0,Ci,,,20.5,25.8,25.4
108,서울,2020-06-18 04:00,20.6,,.9,360,69,16.7,993.6,1003.4,,,,9,0,Ci,,,20.4,25.6,25.3
108,서울,2020-06-18 05:00,20.5,,1.6,320,70,16.8,993.8,1003.7,,,,9,0,Ci,,,20.1,25.5,25.2
108,서울,2020-06-18 06:00,20.3,,1.4,320,69,16.4,993.9,1003.8,0,.04,,9,0,Ci,,,20.5,25.3,25.1
108,서울,2020-06-18 07:00,20.5,,1.8,290,72,17.3,993.7,1003.6,0,.2,,9,0,Ci,,,22,25.1,25
108,서울,2020-06-18 08:00,21.1,,.9,320,69,17.2,993.8,1003.6,0,.43,,9,0,Cs,,,25.2,25,24.9
108,서울,2020-06-18 09:00,21.9,,.9,360,66,17.3,993.7,1003.5,0,.5,,10,0,Cs,,,26.4,24.8,24.8
108,서울,2020-06-18 10:00,22.7,,.7,360,64,17.6,993.3,1003,0,.68,,10,0,Cs,,,28.8,24.8,24.6
108,서울,2020-06-18 11:00,23.9,,1.9,70,57,16.8,993.5,1003.2,0,1.02,,10,0,Cs,,,30.5,24.7,24.6
108,서울,2020-06-18 12:00,24.4,,2,70,56,17,993.2,1002.8,0,.98,,10,0,Cs,,,31.1,24.7,24.5
108,서울,2020-06-18 13:00,25.5,,1.4,90,53,17.3,992.5,1002.2,.1,1.36,,9,0,Ci,,,38.1,24.8,24.5
108,서울,2020-06-18 14:00,26.6,,1.6,50,49,17,992.2,1001.8,0,1.58,,10,0,Cs,,,36.7,24.9,24.5
108,서울,2020-06-18 15:00,26.8,,1.8,160,49,17.2,992.1,1001.7,0,1.38,,10,0,Cs,,,36.5,25,24.5
108,서울,2020-06-18 16:00,27.2,,2,180,47,16.9,991.9,1001.5,0,1.52,,9,0,Cs,,,37.7,25.1,24.5
108,서울,2020-06-18 17:00,26.8,,2.2,180,51,17.9,991.5,1001.1,0,.81,,10,0,Cs,,,32.9,25.3,24.6
108,서울,2020-06-18 18:00,26.2,,1.4,250,53,17.9,991.8,1001.4,0,.37,,10,6,ScAs,17,,29.2,25.5,24.6
108,서울,2020-06-18 19:00,25,,2.6,320,62,19.6,992.3,1002,0,.1,,10,3,,14,,26.3,25.6,24.7
108,서울,2020-06-18 20:00,24.2,,1.4,50,64,19.2,991.9,1001.5,0,.03,,9,6,,12,,24.4,25.7,24.8
108,서울,2020-06-18 21:00,24.1,,1.2,20,64,19.1,992.7,1002.3,,,,6,6,Sc,11,,23.3,25.6,24.8
108,서울,2020-06-18 22:00,23.6,,2.4,70,63,18.3,993.3,1003,,,,8,8,,14,,22.6,25.6,24.8
108,서울,2020-06-18 23:00,23.3,,2,70,66,18.8,993.3,1003,,,,9,1,,13,,22.5,25.5,24.9
108,서울,2020-06-19 00:00,23,,1.7,110,68,19,993.5,1003.2,,,,8,4,,,,22.8,25.4,24.8
108,서울,2020-06-19 01:00,22.5,,3.6,70,69,18.8,993.1,1002.8,,,,10,6,,49,,22,25.2,24.8
108,서울,2020-06-19 02:00,22,,3.2,70,70,18.4,993.1,1002.9,,,,10,10,,37,,21.6,25.1,24.7
108,서울,2020-06-19 03:00,21.8,,2.4,90,70,18.2,993.3,1003.1,,,,10,6,ScAs,10,,21.4,25,24.7
108,서울,2020-06-19 04:00,21.7,,2.4,70,69,17.8,994.1,1003.9,,,,10,4,ScAs,10,,21.2,24.9,24.6
108,서울,2020-06-19 05:00,21.4,,1.6,90,69,17.5,994.7,1004.5,,,,10,6,ScAs,10,,21.1,24.7,24.5
108,서울,2020-06-19 06:00,21.3,,1.1,90,70,17.6,995.2,1005,0,.02,,10,3,ScAs,10,,21.1,24.6,24.5
108,서울,2020-06-19 07:00,21.1,0,.8,360,73,18.2,995.9,1005.7,0,.08,,10,6,ScAs,10,01,21.4,24.5,24.4
108,서울,2020-06-19 08:00,21.4,.1,1.6,70,73,18.5,996.1,1005.9,0,.3,,10,4,ScAs,8,01,23,24.4,24.3
108,서울,2020-06-19 09:00,22.2,0,2,70,69,18.4,996.2,1006,0,.52,,9,6,ScAc,13,01,26.8,24.3,24.2
108,서울,2020-06-19 10:00,25,,2.7,90,60,18.9,996,1005.7,.6,1.91,,8,5,AcCi,29,,38.6,24.2,24.2
108,서울,2020-06-19 11:00,26.1,,1.9,70,56,18.9,996,1005.7,.7,2.41,,8,2,ScAcCi,13,,40.4,24.2,24.1
108,서울,2020-06-19 12:00,27.6,,1.5,140,50,18.4,996.1,1005.7,1,3.31,,6,6,Sc,10,,53.5,24.4,24.1
108,서울,2020-06-19 13:00,29.1,,2,250,49,19.6,996.1,1005.6,.6,2.89,,8,8,Sc,13,,53.5,24.6,24.1
108,서울,2020-06-19 14:00,28.6,,2,50,50,19.5,996.1,1005.7,.2,1.91,,8,8,Sc,15,,45.7,25,24.1
108,서울,2020-06-19 15:00,29.4,,2.5,110,48,19.6,995.9,1005.4,.5,2.45,,8,8,Sc,17,,46.5,25.3,24.2
108,서울,2020-06-19 16:00,29.7,,1.6,270,47,19.5,996,1005.5,.3,1.19,,7,7,Sc,15,,44.3,25.7,24.4
108,서울,2020-06-19 17:00,29.3,,1.7,250,48,19.5,995.9,1005.4,.2,.97,,7,7,Sc,10,,37.1,26,24.6
108,서울,2020-06-19 18:00,29.2,0,2.6,290,49,19.7,996.3,1005.8,.3,.77,,7,7,CuSc,10,04,36.3,26.2,24.7
108,서울,2020-06-19 19:00,27.6,,4,290,57,21,997.2,1006.8,1,.7,,3,3,,16,,30.8,26.4,24.9
108,서울,2020-06-19 20:00,24.9,,2.9,290,63,19.7,998,1007.7,.6,.17,,6,0,,,,25.8,26.5,25
108,서울,2020-06-19 21:00,23.9,,2.7,290,65,19.2,998.8,1008.5,,,,0,0,,,,23.7,26.5,25.1
108,서울,2020-06-19 22:00,23.3,,2,320,67,19.1,999.5,1009.3,,,,1,0,,,,22.5,26.5,25.2
108,서울,2020-06-19 23:00,22.9,,2.2,320,68,18.9,999.6,1009.4,,,,3,0,,,,21.7,26.3,25.3
108,서울,2020-06-20 00:00,22.4,,1.5,320,70,18.9,999.7,1009.5,,,,0,0,,,,21,26.2,25.3
108,서울,2020-06-20 01:00,21.9,,.8,290,71,18.5,999.7,1009.5,,,,3,0,,,,20.4,26,25.2
108,서울,2020-06-20 02:00,21.6,,.7,50,74,19,999.7,1009.5,,,,3,0,,,,19.9,25.8,25.2
108,서울,2020-06-20 03:00,21.1,,1.1,160,77,19.2,1000,1009.9,,,,0,0,,,,19.4,25.6,25.1
108,서울,2020-06-20 04:00,21,,1,200,76,18.9,1000.2,1010.1,,,,0,0,,,,19,25.4,25
108,서울,2020-06-20 05:00,20.8,,.7,320,78,19.1,1000.7,1010.6,,,,4,0,Ci,,,18.8,25.2,24.9
108,서울,2020-06-20 06:00,20.7,,.5,50,79,19.2,1001,1010.9,0,.06,,0,0,,,,19.6,25,24.8
108,서울,2020-06-20 07:00,21.6,,1.2,70,78,20,1001.2,1011.1,.7,.44,,0,0,,,,22.8,24.8,24.7
108,서울,2020-06-20 08:00,23.5,,1.7,110,70,20.2,1001.5,1011.3,1,1.08,,0,0,,,,29.7,24.7,24.6
108,서울,2020-06-20 09:00,25.4,,1.5,110,63,20.4,1001.3,1011,1,1.8,,0,0,,,,37.3,24.6,24.5
108,서울,2020-06-20 10:00,26.7,,1.9,290,57,19.9,1001.2,1010.9,1,2.44,,2,1,ScCi,10,,44.2,24.6,24.4
108,서울,2020-06-20 11:00,28,,2.4,250,52,19.6,1001.1,1010.7,1,2.89,,4,4,Sc,10,,49.7,24.7,24.4
108,서울,2020-06-20 12:00,28.8,,2.6,290,51,20.1,1000.5,1010.1,.6,2.59,,5,5,Sc,13,,48.5,24.9,24.4
108,서울,2020-06-20 13:00,29.4,,2.4,270,50,20.4,1000,1009.6,.8,2.84,,6,6,Sc,10,,48.4,25.2,24.4
108,서울,2020-06-20 14:00,28.3,,3.9,290,54,20.6,999.8,1009.4,.4,1.82,,6,6,Sc,12,40,40.3,25.6,24.5
108,서울,2020-06-20 15:00,29.3,,4,290,50,20.2,999.6,1009.2,.6,2.12,,2,2,Sc,10,40,47.3,25.9,24.6
108,서울,2020-06-20 16:00,29.3,,3.3,320,50,20.2,999.3,1008.9,1,2.48,,0,0,,,,46.8,26.2,24.8
108,서울,2020-06-20 17:00,28.5,,3.4,320,51,19.7,999,1008.6,1,2,,0,0,,,,42.7,26.5,24.9
108,서울,2020-06-20 18:00,28.4,,3.4,290,49,18.9,998.5,1008.1,1,1.36,,0,0,,,,36.9,26.7,25.1
108,서울,2020-06-20 19:00,26.7,,3.8,320,54,18.9,999,1008.7,1,.67,,0,0,,,,29.9,26.9,25.3
108,서울,2020-06-20 20:00,24.9,,2.5,320,56,17.6,999.3,1009.1,.6,.16,,0,0,,,,25.7,27,25.4
108,서울,2020-06-20 21:00,23.9,,2.1,270,60,17.7,999.3,1009,,,,0,0,,,,23.5,27,25.5
108,서울,2020-06-20 22:00,23,,2.4,290,67,18.8,999.8,1009.6,,,,1,0,,,,22.3,26.9,25.6
108,서울,2020-06-20 23:00,22.3,,2.2,320,68,18.3,999.5,1009.3,,,,2,0,,,,21.4,26.7,25.6
108,서울,2020-06-21 00:00,21.6,,1.6,320,72,18.5,999.9,1009.8,,,,0,0,,,,20.7,26.5,25.6
108,서울,2020-06-21 01:00,21.3,,1.5,20,71,17.9,999.9,1009.8,,,,2,0,,,,19.9,26.3,25.6
108,서울,2020-06-21 02:00,20.8,,1,290,74,18.1,1000,1009.9,,,,2,0,,,,19.4,26.1,25.5
108,서울,2020-06-21 03:00,20.5,,1.2,290,74,17.7,999.7,1009.6,,,,0,0,,,,19,25.9,25.4
108,서울,2020-06-21 04:00,20.2,,2.3,290,78,18.4,999.7,1009.6,,,,0,0,,,,18.8,25.7,25.3
108,서울,2020-06-21 05:00,19.6,,2.2,320,79,17.9,999.9,1009.8,,,,0,0,,,19,18.5,25.5,25.2
108,서울,2020-06-21 06:00,19.5,,.9,290,82,18.5,999.7,1009.6,0,.06,,0,0,,,19,18.9,25.3,25.1
108,서울,2020-06-21 07:00,20.1,,.2,0,81,19,999.6,1009.5,1,.43,,0,0,,,19,21.9,25.1,25
108,서울,2020-06-21 08:00,22.4,,1.5,160,73,19.7,999.5,1009.3,1,1.15,,0,0,,,19,29.8,24.9,24.9
108,서울,2020-06-21 09:00,24.6,,1,200,64,19.7,999.3,1009,1,1.85,,0,0,,,4019,37.3,24.8,24.8
108,서울,2020-06-21 10:00,26.5,,1.4,160,55,19,998.8,1008.5,1,2.47,,0,0,,,40,44.3,24.8,24.7
108,서울,2020-06-21 11:00,28.6,,1.4,270,49,19.1,998.4,1008,1,2.94,,0,0,,,,50.5,24.9,24.6
108,서울,2020-06-21 12:00,30.3,,1.5,180,45,19.4,997.8,1007.4,1,3.23,,0,0,,,,54.6,25.1,24.6
108,서울,2020-06-21 13:00,31.5,,2.5,270,41,18.9,997.4,1006.9,1,3.42,,0,0,,,,57.2,25.4,24.6
108,서울,2020-06-21 14:00,31.8,,3.3,320,40,18.8,996.9,1006.4,1,3.35,,1,1,Sc,10,,56.7,25.8,24.7
108,서울,2020-06-21 15:00,32.3,,3.6,320,40,19.2,996.3,1005.8,1,3.05,,1,1,Sc,10,,54.9,26.3,24.8
108,서울,2020-06-21 16:00,32,,3.7,320,41,19.4,996.1,1005.6,1,2.6,,1,1,Sc,10,,50.8,26.7,25
108,서울,2020-06-21 17:00,30.9,,3.5,320,44,19.6,995.7,1005.2,1,1.56,,0,0,,,,41.5,27.1,25.2
108,서울,2020-06-21 18:00,30.6,,2.8,320,44,19.2,995.6,1005.1,1,.92,,0,0,,,,37,27.4,25.5
108,서울,2020-06-21 19:00,29.6,,3.6,320,46,19,995.9,1005.4,1,.64,,0,0,,,,31.4,27.6,25.7
108,서울,2020-06-21 20:00,28.1,,2.1,320,53,20.1,997,1006.6,.5,.15,,0,0,,,,27.5,27.7,25.9
108,서울,2020-06-21 21:00,26.4,,1.8,250,61,20.9,997.7,1007.4,,,,0,0,,,,25.2,27.7,26
108,서울,2020-06-21 22:00,25.5,,1.3,270,63,20.5,998,1007.7,,,,0,0,,,,23.8,27.6,26.1
108,서울,2020-06-21 23:00,24.9,,1.1,270,64,20.1,997.8,1007.5,,,,0,0,,,,22.7,27.5,26.2
108,서울,2020-06-22 00:00,24.4,,1.8,290,66,20.1,997.6,1007.3,,,,0,0,,,,22,27.3,26.2
108,서울,2020-06-22 01:00,23.9,,.5,360,67,19.7,997.2,1006.9,,,,0,0,,,,21,27.1,26.1
108,서울,2020-06-22 02:00,23.2,,1.7,320,70,19.9,997.4,1007.1,,,,0,0,,,,20.6,26.9,26.1
108,서울,2020-06-22 03:00,23,,1.3,270,72,20.1,998.2,1008,,,,0,0,,,,20.6,26.7,26
108,서울,2020-06-22 04:00,22.6,,1,320,73,20,998.5,1008.3,,,,0,0,,,,20.1,26.4,25.9
108,서울,2020-06-22 05:00,21.9,,1.7,50,74,19.4,998.1,1007.9,,,,0,0,,,,19.4,26.2,25.8
108,서울,2020-06-22 06:00,21.7,,1.6,50,78,20.1,998.4,1008.2,0,.06,,0,0,,,,19.9,26,25.7
108,서울,2020-06-22 07:00,22.9,,1,340,76,21.2,998.7,1008.5,1,.47,,0,0,,,,23.3,25.8,25.6
108,서울,2020-06-22 08:00,25.2,,.7,70,66,21,998.8,1008.5,1,1.22,,0,0,,,,32.2,25.6,25.5
108,서울,2020-06-22 09:00,28.2,,1.2,110,55,20.9,998.7,1008.3,1,1.92,,0,0,,,,40.3,25.5,25.4
108,서울,2020-06-22 10:00,29.6,,2,320,52,21.4,998.5,1008,1,2.56,,0,0,,,,47.5,25.5,25.3
108,서울,2020-06-22 11:00,31,,1.9,340,47,21,998.1,1007.6,1,2.95,,1,0,Ci,,,52.4,25.7,25.2
108,서울,2020-06-22 12:00,32.5,,3,270,42,20.5,998,1007.5,1,3.28,,2,0,Ci,,,56.3,25.9,25.2
108,서울,2020-06-22 13:00,32.8,,3.3,320,38,18.9,997.7,1007.2,1,3.38,,2,0,Ci,,,57.6,26.2,25.2
108,서울,2020-06-22 14:00,33.7,,3.1,320,33,17.2,997.1,1006.5,1,3.34,,0,0,,,,58.7,26.6,25.3
108,서울,2020-06-22 15:00,35.2,,2.5,50,30,17,996.8,1006.2,1,3.11,,1,0,Ci,,,57.5,27,25.5
108,서울,2020-06-22 16:00,35.2,,3.5,270,27,15.3,996.8,1006.2,1,2.67,,1,0,Ci,,,54.3,27.5,25.6
108,서울,2020-06-22 17:00,35,,3.3,290,31,17.4,996.7,1006.1,1,2.02,,4,0,Ci,,,45.6,27.9,25.9
108,서울,2020-06-22 18:00,33.1,,3.8,290,38,19.1,996.9,1006.3,1,1.21,,6,0,Ci,,,37.7,,26.1
108,서울,2020-06-22 19:00,31.7,,3.4,290,42,19.6,997.4,1006.9,.9,.61,,6,0,,,,33.1,31.7,26.3
108,서울,2020-06-22 20:00,29.7,,2.9,270,45,18.6,997.9,1007.4,.4,.15,,2,0,,,,29.1,30.9,26.5
108,서울,2020-06-22 21:00,28.5,,2.6,290,36,13.9,998.4,1008,,,,2,0,Ci,,,26.6,30,26.7
108,서울,2020-06-22 22:00,27.8,,1.5,290,46,17.2,998.9,1008.5,,,,0,0,,,,25.4,29.2,26.8
108,서울,2020-06-22 23:00,27.2,,1.7,270,51,18.3,999.1,1008.7,,,,1,0,,,,24.4,28.5,26.8
108,서울,2020-06-23 00:00,26.6,,.6,290,53,18.4,998.9,1008.6,,,,2,0,Ci,,,23.5,27.9,26.8
108,서울,2020-06-23 01:00,25.8,,1.5,270,56,18.5,999.1,1008.8,,,,4,0,,,,22.9,27.4,26.8
108,서울,2020-06-23 02:00,25.5,,1.2,250,56,18.2,999,1008.7,,,,7,0,,,,22.7,27,26.8
108,서울,2020-06-23 03:00,24.9,,1.7,250,61,19.1,998.7,1008.4,,,,8,0,Ci,,,23,26.6,26.7
108,서울,2020-06-23 04:00,24.3,,2.9,270,57,17.3,999.5,1009.2,,,,7,0,Ci,,,22.8,26.3,26.6
108,서울,2020-06-23 05:00,23.7,,2,250,60,17.5,999.7,1009.4,,,,7,0,Ci,,,21.8,26,26.5
108,서울,2020-06-23 06:00,23.3,,1.6,270,62,17.7,999.7,1009.5,0,.04,,6,0,Ci,,,21.9,25.7,26.4
108,서울,2020-06-23 07:00,23.5,,1.4,230,63,18.2,999.5,1009.2,.4,.31,,5,0,Cc,,,24.5,25.5,26.3
108,서울,2020-06-23 08:00,25.4,,1.4,270,58,18.8,999.1,1008.8,1,.99,,1,0,Cc,,,33.3,25.6,26.2
108,서울,2020-06-23 09:00,27.5,,1.9,230,50,18.3,998.7,1008.3,1,1.89,,2,0,Cc,,,41.9,26.2,26.1
108,서울,2020-06-23 10:00,29.4,,2.3,200,45,18.4,998.6,1008.1,1,2.56,,3,0,Ci,,,50,27.3,26
108,서울,2020-06-23 11:00,30.6,,2.6,250,43,18.8,998.8,1008.4,1,2.7,,7,0,Ci,,,49.9,28.5,25.9
108,서울,2020-06-23 12:00,30.7,,2.7,250,44,19.4,998.4,1007.9,.6,2.23,,8,0,Ci,,,47.3,29.3,25.9
108,서울,2020-06-23 13:00,30.8,,2.6,270,44,19.5,998.2,1007.7,.1,1.79,,9,0,Ci,,,45,29.8,25.9
